City,Company,Size,Type,Revenue,Headquarter,Founded,Industry,Job,Internship,Base_Pay,Low,25_%,75_%,High,Additional_Pay_Avg,Cash_Bonus,Stock_Bonus,Total_Pay,Confidence,Reviews,Jobs,Salaries,Interviews,Benefits
"raleigh, nc",US Postal Service,10000+ Employees,Government,$10+ billion (USD),"Washington, DC",1971.0,Logistics & Supply Chain,"US Postal Service Data Scientist Salaries in Raleigh-Durham, NC Area",0,"$119,287 - $129,825",0,0,0,0,0,0,0,0,Low Confidence,11k,3.1k,14k,2.2k,2.2k
"raleigh, nc",Humana,10000+ Employees,Company - Public (HUM),$10+ billion (USD),"Louisville, KY",1961.0,Insurance Carriers,"Humana Data Scientist Salaries in Raleigh-Durham, NC Area",0,"$132,139 - $145,304",0,0,0,0,0,0,0,0,Low Confidence,4.6k,1.1k,8.6k,968,1.8k
"raleigh, nc",Cigna,10000+ Employees,Company - Public (CI),$10+ billion (USD),"Bloomfield, CT",1865.0,Insurance Carriers,"Cigna Data Scientist Salaries in Raleigh-Durham, NC Area",0,"$130,775 - $141,789",0,0,0,0,"$7,338",0,0,0,Low Confidence,3.7k,1.0k,7.4k,917,1.2k
"raleigh, nc",Credit Suisse,10000+ Employees,Company - Public,$10+ billion (USD),"Zürich, Switzerland",1856.0,Investment Banking & Asset Management,"Credit Suisse Data Scientist Salaries in Raleigh-Durham, NC Area",CONTRACTOR,"$122,065 - $132,923",0,0,0,0,0,0,0,0,Low Confidence,7.6k,2.3k,15k,2.0k,1.9k
"raleigh, nc",Credit Suisse,10000+ Employees,Company - Public,$10+ billion (USD),"Zürich, Switzerland",1856.0,Investment Banking & Asset Management,"Credit Suisse Data Scientist Hourly Pay in Raleigh-Durham, NC Area",CONTRACTOR,$58 - $64,0,0,0,0,0,0,0,0,Low Confidence,7.6k,2.3k,15k,2.0k,1.9k
"raleigh, nc",NTT DATA,10000+ Employees,Company - Public (9613),$10+ billion (USD),"Plano, TX",1967.0,IT Services,"NTT DATA Data Scientist Salaries in Raleigh-Durham, NC Area",0,"$107,319 - $116,672",0,0,0,0,0,0,0,0,Low Confidence,7.3k,83,13k,1.3k,1.7k
"raleigh, nc",MetLife,10000+ Employees,Company - Public (MET),$10+ billion (USD),"New York, NY",1868.0,Insurance Agencies & Brokerages,"MetLife Data Scientist Salaries in Raleigh-Durham, NC Area",INTERNSHIP,"$56,198 - $60,931",0,0,0,0,0,0,0,0,Low Confidence,5.1k,448,0,936,1.7k
"salt lake city, ut",Pluralsight,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Draper, UT",2004.0,Computer Hardware & Software,"Pluralsight Data Scientist Salaries in Salt Lake City, UT Area",0,"$109,507",$101K,$107K,$124K,$134K,"$12,417","$12,417 Avg","$12,417 Avg","$110,714",Very High Confidence,467,148,707,226,253
"salt lake city, ut",Pluralsight,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Draper, UT",2004.0,Computer Hardware & Software,"Pluralsight Data Scientist Salaries in Salt Lake City, UT Area",0,"$109,507",$101K,$107K,$124K,$134K,"$12,417","$12,417 Avg","$12,417 Avg","$110,714",Very High Confidence,467,148,707,226,253
"salt lake city, ut",University of Utah,10000+ Employees,College / University,$2 to $5 billion (USD),"Salt Lake City, UT",1850.0,Colleges & Universities,"University of Utah Data Scientist Salaries in Salt Lake City, UT Area",0,"$116,839",$74K,$85K,$130K,$133K,0,0,0,"$116,839",Very High Confidence,2.0k,1.4k,4.3k,204,827
"salt lake city, ut",University of Utah Hospitals & Clinics,1001 to 5000 Employees,Government,$1 to $2 billion (USD),"Salt Lake City, UT",1965.0,Health Care Services & Hospitals,"University of Utah Hospitals & Clinics Data Scientist Salaries in Salt Lake City, UT Area",0,"$96,904",$89K,$90K,$119K,$124K,0,0,0,"$96,904",High Confidence,470,589,756,51,206
"salt lake city, ut",MarketDial,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Salt Lake City, UT",2015.0,IT Services,"MarketDial Data Scientist Salaries in Salt Lake City, UT Area",0,"$86,319",$85K,$85K,$93K,$95K,$2,$533 Avg,$533 Avg,"$86,319",Low Confidence,13,3,13,6,4
"salt lake city, ut",The Church of Jesus Christ of Latter-day Saints,10000+ Employees,Nonprofit Organization,Unknown / Non-Applicable,"Salt Lake City, UT",,Religious Organizations,"The Church of Jesus Christ of Latter-day Saints Data Scientist Salaries in Salt Lake City, UT Area",0,"$75,479 - $99,829",0,0,0,0,0,0,0,0,High Confidence,1.2k,320,1.8k,158,445
"salt lake city, ut",Overstock.com,1001 to 5000 Employees,Company - Public (OSTK),$1 to $2 billion (USD),"Midvale, UT",1999.0,Home Furniture & Housewares Stores,"Overstock.com Data Scientist Salaries in Salt Lake City, UT Area",0,"$105,678 - $126,622",0,0,0,0,0,0,0,0,Low Confidence,962,59,1.5k,214,277
"salt lake city, ut",Zions Bancorporation,10000+ Employees,Company - Public (ZION),$2 to $5 billion (USD),"Salt Lake City, UT",1955.0,Banks & Credit Unions,"Zions Bancorporation Data Scientist Salaries in Salt Lake City, UT Area",0,"$81,919 - $85,612",0,0,0,0,0,0,0,0,Low Confidence,526,191,1.2k,82,218
"salt lake city, ut",Progrexion,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Salt Lake City, UT",1991.0,Advertising & Marketing,"Progrexion Data Scientist Salaries in Salt Lake City, UT Area",0,"$80,595 - $110,317",0,0,0,0,"$9,284",0,0,0,Low Confidence,602,75,784,94,151
"salt lake city, ut",Health Catalyst,1001 to 5000 Employees,Company - Public (HCAT),$100 to $500 million (USD),"Salt Lake City, UT",2008.0,Enterprise Software & Network Solutions,"Health Catalyst Data Scientist Salaries in Salt Lake City, UT Area",0,"$110,578 - $147,703",0,0,0,0,"$3,695",0,0,0,Low Confidence,534,37,596,74,281
"salt lake city, ut",Adobe,10000+ Employees,Company - Public (ADBE),$5 to $10 billion (USD),"San Jose, CA",1982.0,Computer Hardware & Software,"Adobe Data Scientist Salaries in Salt Lake City, UT Area",INTERNSHIP,"$78,796 - $107,529",0,0,0,0,0,0,0,0,Low Confidence,6.3k,1.3k,0,1.5k,2.5k
"salt lake city, ut",Intermountain Healthcare,10000+ Employees,Nonprofit Organization,$5 to $10 billion (USD),"Salt Lake City, UT",1975.0,Health Care Services & Hospitals,"Intermountain Healthcare Data Scientist Salaries in Salt Lake City, UT Area",0,"$79,604 - $107,930",0,0,0,0,0,0,0,0,Low Confidence,1.7k,1.6k,2.7k,237,728
"salt lake city, ut",Clearlink,1001 to 5000 Employees,Company - Public,Unknown / Non-Applicable,"Salt Lake City, UT",2003.0,Advertising & Marketing,"Clearlink Data Scientist Salaries in Salt Lake City, UT Area",0,"$57,801 - $101,134",0,0,0,0,0,0,0,0,Low Confidence,625,225,871,127,221
"salt lake city, ut",Backcountry,501 to 1000 Employees,Company - Private,$500 million to $1 billion (USD),"Park City, UT",1996.0,"Department, Clothing, & Shoe Stores","Backcountry Data Scientist Salaries in Salt Lake City, UT Area",0,"$73,420 - $108,819",0,0,0,0,0,0,0,0,Low Confidence,431,60,582,81,137
"salt lake city, ut",BioFire Diagnostics,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Salt Lake City, UT",1990.0,Biotech & Pharmaceuticals,"BioFire Diagnostics Data Scientist Salaries in Salt Lake City, UT Area",0,"$44,057 - $54,755",0,0,0,0,0,0,0,0,Low Confidence,291,163,500,68,148
"salt lake city, ut",Sorenson Communications,1001 to 5000 Employees,Company - Private,$10 to $25 million (USD),"Salt Lake City, UT",,"Cable, Internet & Telephone Providers","Sorenson Communications Data Scientist Salaries in Salt Lake City, UT Area",0,"$57,301 - $103,833",0,0,0,0,"$3,727",0,0,0,Low Confidence,210,346,221,43,100
"salt lake city, ut",Snap Finance,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Salt Lake City, UT",2012.0,Lending,"Snap Finance Data Scientist Salaries in Salt Lake City, UT Area",0,"$89,956 - $97,042",0,0,0,0,0,0,0,0,Low Confidence,87,140,115,31,16
"salt lake city, ut",Amazon,10000+ Employees,Company - Public (AMZN),$10+ billion (USD),"Seattle, WA",1994.0,Internet,"Amazon Data Scientist Salaries in Salt Lake City, UT Area",0,"$98,079 - $104,997",0,0,0,0,0,0,0,0,Low Confidence,91k,144k,171k,34k,20k
"salt lake city, ut",Northrop Grumman,10000+ Employees,Company - Public (NOC),$10+ billion (USD),"Falls Church, VA",1939.0,Aerospace & Defense,"Northrop Grumman Data Scientist Salaries in Salt Lake City, UT Area",0,"$120,686 - $132,391",0,0,0,0,0,0,0,0,Low Confidence,7.8k,3.6k,19k,1.7k,2.2k
"salt lake city, ut",eBay,10000+ Employees,Company - Public,$10+ billion (USD),"San Jose, CA",1995.0,Internet,"eBay Data Scientist Salaries in Salt Lake City, UT Area",INTERNSHIP,"$95,665 - $104,081",0,0,0,0,0,0,0,0,Low Confidence,4.2k,343,0,1.1k,1.5k
"salt lake city, ut",Discover,1001 to 5000 Employees,Company - Public (DFS),$25 to $50 million (USD),"Riverwoods, IL",1985.0,Banks & Credit Unions,"Discover Data Scientist Salaries in Salt Lake City, UT Area",0,"$82,192 - $88,918",0,0,0,0,0,0,0,0,Low Confidence,2.9k,488,6.0k,699,1.0k
"salt lake city, ut",3M,10000+ Employees,Company - Public (MMM),$10+ billion (USD),"Saint Paul, MN",1902.0,Miscellaneous Manufacturing,"3M Data Scientist Salaries in Salt Lake City, UT Area",0,"$87,721 - $96,057",0,0,0,0,0,0,0,0,Low Confidence,4.7k,1.1k,7.4k,848,1.3k
"salt lake city, ut",University of Utah,10000+ Employees,College / University,$2 to $5 billion (USD),"Salt Lake City, UT",1850.0,Colleges & Universities,"University of Utah Data Scientist Hourly Pay in Salt Lake City, UT Area",0,$56,$35,$40,$62,$63,0,0,0,$56,Very High Confidence,2.0k,1.4k,4.3k,204,827
"salt lake city, ut",Fred Meyer,10000+ Employees,Subsidiary or Business Segment,$2 to $5 billion (USD),"Portland, OR",1922.0,General Merchandise & Superstores,"Fred Meyer Data Scientist Salaries in Salt Lake City, UT Area",0,"$97,519 - $104,180",0,0,0,0,0,0,0,0,Low Confidence,2.1k,535,3.1k,340,430
"salt lake city, ut",E*TRADE Financial,1001 to 5000 Employees,Company - Public (ETFC),$2 to $5 billion (USD),"Arlington, VA",1982.0,Brokerage Services,"E*TRADE Financial Data Scientist Hourly Pay in Salt Lake City, UT Area",0,$25 - $27,0,0,0,0,0,0,0,0,Low Confidence,1.2k,5,2.2k,276,440
"salt lake city, ut",Extra Space Storage,1001 to 5000 Employees,Company - Public (EXR),$1 to $2 billion (USD),"Salt Lake City, UT",1977.0,Real Estate,"Extra Space Storage Data Scientist Salaries in Salt Lake City, UT Area",0,"$105,597 - $112,610",0,0,0,0,0,0,0,0,Low Confidence,1.4k,574,1.4k,209,522
"salt lake city, ut",Silicon Valley Bank,1001 to 5000 Employees,Company - Public (SIVB),$1 to $2 billion (USD),"Santa Clara, CA",1983.0,Banks & Credit Unions,"Silicon Valley Bank Data Scientist Salaries in Salt Lake City, UT Area",0,"$77,321 - $83,853",0,0,0,0,0,0,0,0,Low Confidence,674,595,1.4k,211,208
"salt lake city, ut",Verisk Analytics,5001 to 10000 Employees,Company - Public (VRSK),$2 to $5 billion (USD),"Jersey City, NJ",1971.0,Research & Development,"Verisk Analytics Data Scientist Salaries in Salt Lake City, UT Area",0,"$99,482 - $108,427",0,0,0,0,"$36,491",0,0,0,Low Confidence,529,278,970,134,218
"salt lake city, ut",Cirrus Logic,1001 to 5000 Employees,Company - Public (CRUS),$1 to $2 billion (USD),"Austin, TX",1984.0,Electrical & Electronic Manufacturing,"Cirrus Logic Data Scientist Salaries in Salt Lake City, UT Area",0,"$187,237 - $204,519",0,0,0,0,"$29,522",0,0,0,Low Confidence,220,93,792,121,68
"salt lake city, ut",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"salt lake city, ut",Mountain America Credit Union,1001 to 5000 Employees,Nonprofit Organization,$5 to $10 billion (USD),"Sandy, UT",1936.0,Banks & Credit Unions,"Mountain America Credit Union Data Scientist Salaries in Salt Lake City, UT Area",0,"$88,001 - $95,754",0,0,0,0,0,0,0,0,Low Confidence,316,95,594,33,119
"salt lake city, ut",Progressive Leasing,1001 to 5000 Employees,Company - Public,$1 to $2 billion (USD),"Draper, UT",1999.0,Financial Transaction Processing,"Progressive Leasing Data Scientist Salaries in Salt Lake City, UT Area",0,"$126,581 - $135,412",0,0,0,0,0,0,0,0,Low Confidence,513,107,507,96,183
"salt lake city, ut",Domo,501 to 1000 Employees,Company - Public (DOMO),Unknown / Non-Applicable,"American Fork, UT",2010.0,Computer Hardware & Software,"Domo Data Scientist Salaries in Salt Lake City, UT Area",0,"$64,083 - $69,524",0,0,0,0,0,0,0,0,Low Confidence,454,65,510,121,307
"salt lake city, ut",Symantec,1001 to 5000 Employees,Subsidiary or Business Segment,Unknown / Non-Applicable,"Irvine, CA",2019.0,Electrical & Electronic Manufacturing,"Symantec Data Scientist Salaries in Salt Lake City, UT Area",0,"$98,544 - $105,485",0,0,0,0,0,0,0,0,Low Confidence,361,0,679,17,111
"salt lake city, ut",Maverik,1001 to 5000 Employees,Company - Private,$2 to $5 billion (USD),"Salt Lake City, UT",1928.0,Gas Stations,"Maverik Data Scientist Salaries in Salt Lake City, UT Area",INTERNSHIP,"$28,074 - $30,485",0,0,0,0,0,0,0,0,Low Confidence,281,363,0,35,74
"salt lake city, ut",InMoment,201 to 500 Employees,Company - Private,$50 to $100 million (USD),"Salt Lake City, UT",2002.0,Enterprise Software & Network Solutions,"InMoment Data Scientist Salaries in Salt Lake City, UT Area",0,"$143,887 - $156,997",0,0,0,0,"$21,411",0,0,0,Low Confidence,270,62,409,43,96
"salt lake city, ut",O.C. Tanner,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Salt Lake City, UT",1927.0,Consulting,"O.C. Tanner Data Scientist Salaries in Salt Lake City, UT Area",0,"$108,561 - $117,382",0,0,0,0,"$11,214",0,0,0,Low Confidence,319,42,356,62,143
"salt lake city, ut",ReliaQuest,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Tampa, FL",2007.0,IT Services,"ReliaQuest Data Scientist Salaries in Salt Lake City, UT Area",0,"$113,083 - $120,874",0,0,0,0,0,0,0,0,Low Confidence,226,55,261,106,75
"salt lake city, ut",HireVue,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"South Jordan, UT",2004.0,Enterprise Software & Network Solutions,"HireVue Data Scientist Salaries in Salt Lake City, UT Area",0,"$123,006 - $135,299",0,0,0,0,"$10,187",0,0,0,Low Confidence,169,23,201,110,49
"salt lake city, ut",Varex Imaging,1001 to 5000 Employees,Company - Public,$500 million to $1 billion (USD),"Salt Lake City, UT",2016.0,Health Care Products Manufacturing,"Varex Imaging Data Scientist Salaries in Salt Lake City, UT Area",0,"$98,665 - $104,923",0,0,0,0,"$3,165",0,0,0,Low Confidence,153,98,211,12,98
"salt lake city, ut",Galileo Financial Technologies,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Salt Lake City, UT",2001.0,Computer Hardware & Software,"Galileo Financial Technologies Data Scientist Hourly Pay in Salt Lake City, UT Area",0,$31 - $34,0,0,0,0,0,0,0,0,Low Confidence,83,33,166,28,42
"San Diego, CA",ServiceNow,10000+ Employees,Company - Public (NOW),$2 to $5 billion (USD),"Santa Clara, CA",2004.0,Enterprise Software & Network Solutions,"ServiceNow Data Scientist Salaries in San Diego, CA Area",0,"$116,928",$117K,0,0,$117K,0,0,0,"$116,928",Very High Confidence,1.9k,2.3k,14k,820,669
"San Diego, CA",ServiceNow,10000+ Employees,Company - Public (NOW),$2 to $5 billion (USD),"Santa Clara, CA",2004.0,Enterprise Software & Network Solutions,"ServiceNow Data Scientist Salaries in San Diego, CA Area",0,"$116,928",$117K,0,0,$117K,0,0,0,"$116,928",Very High Confidence,1.9k,2.3k,14k,820,669
"San Diego, CA",Tout (CA),0,0,0,0,0.0,0,"Tout (CA) Data Scientist Salaries in San Diego, CA Area",0,"$127,156",$127K,0,0,$127K,0,0,0,"$127,156",Very High Confidence,0,0,324,0,0
"San Diego, CA",Booz Allen Hamilton,10000+ Employees,Company - Public (BAH),$5 to $10 billion (USD),"McLean, VA",1914.0,Consulting,"Booz Allen Hamilton Data Scientist Salaries in San Diego, CA Area",0,"$97,500",$76K,$87K,$103K,$110K,0,0,0,"$97,500",Very High Confidence,6.5k,2.7k,16k,1.7k,2.0k
"San Diego, CA",Thermo Fisher Scientific,10000+ Employees,Company - Public (TMO),$10+ billion (USD),"Waltham, MA",1902.0,Biotech & Pharmaceuticals,"Thermo Fisher Scientific Data Scientist Salaries in San Diego, CA Area",0,"$116,476",$40K,$92K,$134K,$138K,"$9,793","$9,793 Avg","$9,793 Avg","$117,629",Very High Confidence,5.6k,0,12k,1.2k,1.8k
"San Diego, CA",Experian,10000+ Employees,Company - Public,$2 to $5 billion (USD),"Dublin, Ireland",1980.0,Financial Analytics & Research,"Experian Data Scientist Salaries in San Diego, CA Area",0,"$131,417",$121K,$122K,$148K,$176K,"$27,656","$27,656 Avg","$27,656 Avg","$144,204",Very High Confidence,4.1k,825,5.7k,557,1.2k
"San Diego, CA",Teradata,10000+ Employees,Company - Public (TDC),$2 to $5 billion (USD),"San Diego, CA",1979.0,Computer Hardware & Software,"Teradata Data Scientist Salaries in San Diego, CA Area",0,"$128,768",$96K,$110K,$186K,$186K,"$6,083","$6,083 Avg","$6,083 Avg","$133,163",High Confidence,2.4k,528,4.9k,464,850
"San Diego, CA",Viasat,5001 to 10000 Employees,Company - Public (VSAT),$1 to $2 billion (USD),"Carlsbad, CA",1986.0,Telecommunications Services,"Viasat Data Scientist Salaries in San Diego, CA Area",0,"$116,313",$81K,$96K,$152K,$165K,"$5,000","$5,000 Avg","$5,000 Avg","$116,313",High Confidence,1.1k,658,2.0k,485,422
"San Diego, CA",Intuit,5001 to 10000 Employees,Company - Public (INTU),$5 to $10 billion (USD),"Mountain View, CA",1983.0,Computer Hardware & Software,"Intuit Data Scientist Salaries in San Diego, CA Area",0,"$132,915",$71K,$85K,$149K,$152K,$22,$22 Avg,$22 Avg,"$132,915",Low Confidence,7.1k,26k,11k,1.6k,2.5k
"San Diego, CA",Novartis,10000+ Employees,Company - Public (NVS),$10+ billion (USD),"Basel, Switzerland",1996.0,Biotech & Pharmaceuticals,"Novartis Data Scientist Salaries in San Diego, CA Area",0,"$121,060",$108K,$110K,$194K,$217K,"$10,426","$10,426 Avg","$10,426 Avg","$126,273",High Confidence,6.0k,2.3k,8.5k,1.0k,1.9k
"San Diego, CA",Mitchell International,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"San Diego, CA",1946.0,Computer Hardware & Software,"Mitchell International Data Scientist Salaries in San Diego, CA Area",0,"$88,471",$86K,$86K,$97K,$99K,0,0,0,"$88,471",Low Confidence,402,51,936,141,131
"San Diego, CA",ID Analytics,51 to 200 Employees,Subsidiary or Business Segment,$25 to $50 million (USD),"San Diego, CA",2002.0,Enterprise Software & Network Solutions,"ID Analytics Data Scientist Salaries in San Diego, CA Area",0,"$121,465",$118K,$119K,$122K,$122K,"$14,299","$16,822 Avg","$16,822 Avg","$125,677",Low Confidence,44,0,71,14,10
"San Diego, CA",Qualcomm,10000+ Employees,Company - Public (QCOM),$10+ billion (USD),"San Diego, CA",1985.0,Computer Hardware & Software,"Qualcomm Data Scientist Salaries in San Diego, CA Area",0,"$104,356 - $141,625",0,0,0,0,"$13,347",0,0,0,Low Confidence,7.8k,925,87k,2.8k,2.8k
"San Diego, CA",Intel Corporation,10000+ Employees,Company - Public (INTC),$10+ billion (USD),"Santa Clara, CA",1968.0,Computer Hardware & Software,"Intel Corporation Data Scientist Salaries in San Diego, CA Area",0,"$58,719 - $170,078",0,0,0,0,"$131,863",0,0,0,Low Confidence,21k,4.5k,47k,4.7k,7.1k
"San Diego, CA",Petco,10000+ Employees,Company - Public (WOOF),$2 to $5 billion (USD),"San Diego, CA",1965.0,Pet & Pet Supplies Stores,"Petco Data Scientist Salaries in San Diego, CA Area",0,"$100,111 - $104,261",0,0,0,0,"$17,724",0,0,0,Low Confidence,4.1k,9.8k,10k,744,1.1k
"San Diego, CA",Teradata,10000+ Employees,Company - Public (TDC),$2 to $5 billion (USD),"San Diego, CA",1979.0,Computer Hardware & Software,"Teradata Data Scientist Salaries in San Diego, CA Area",INTERNSHIP,"$78,847 - $90,999",0,0,0,0,0,0,0,0,Low Confidence,2.4k,528,0,464,850
"San Diego, CA",CoreLogic,5001 to 10000 Employees,Company - Public (CLGX),$1 to $2 billion (USD),"Irvine, CA",2010.0,IT Services,"CoreLogic Data Scientist Salaries in San Diego, CA Area",0,"$90,836 - $102,246",0,0,0,0,0,0,0,0,Low Confidence,1.2k,446,1.8k,175,331
"San Diego, CA",Verisk Analytics,5001 to 10000 Employees,Company - Public (VRSK),$2 to $5 billion (USD),"Jersey City, NJ",1971.0,Research & Development,"Verisk Analytics Data Scientist Salaries in San Diego, CA Area",0,"$100,638 - $103,041",0,0,0,0,$5,0,0,0,Low Confidence,529,278,970,134,218
"San Diego, CA",Elevate Credit,501 to 1000 Employees,Company - Public (ELVT),$100 to $500 million (USD),"Fort Worth, TX",2014.0,Lending,"Elevate Credit Data Scientist Salaries in San Diego, CA Area",0,"$117,274 - $176,292",0,0,0,0,"$13,059",0,0,0,Low Confidence,199,0,415,57,113
"San Diego, CA",Havas Edge,201 to 500 Employees,Subsidiary or Business Segment,Unknown / Non-Applicable,"Carlsbad, CA",,Advertising & Marketing,"Havas Edge Data Scientist Salaries in San Diego, CA Area",0,"$85,564 - $100,638",0,0,0,0,0,0,0,0,Low Confidence,103,0,148,19,21
"San Diego, CA",Med Data Quest,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"San Diego, CA",,0,"Med Data Quest Data Scientist Salaries in San Diego, CA Area",0,"$94,430 - $109,631",0,0,0,0,0,0,0,0,Low Confidence,5,0,14,1,0
"San Diego, CA",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in San Diego, CA Area",0,"$96,426 - $132,345",0,0,0,0,"$26,208",0,0,0,Low Confidence,76k,19k,127k,11k,22k
"San Diego, CA",Google,10000+ Employees,Company - Public (GOOG),$10+ billion (USD),"Mountain View, CA",1998.0,Internet,"Google Data Scientist Salaries in San Diego, CA Area",0,"$142,953 - $166,409",0,0,0,0,0,0,0,0,Low Confidence,25k,4.0k,64k,14k,6.4k
"San Diego, CA",Accenture,10000+ Employees,Company - Public (ACN),$10+ billion (USD),"Dublin, Ireland",1989.0,Consulting,"Accenture Data Scientist Salaries in San Diego, CA Area",0,"$98,101 - $114,477",0,0,0,0,0,0,0,0,Low Confidence,95k,25k,135k,19k,24k
"San Diego, CA",Johnson & Johnson,10000+ Employees,Company - Public (JNJ),$10+ billion (USD),"New Brunswick, NJ",1887.0,Biotech & Pharmaceuticals,"Johnson & Johnson Data Scientist Salaries in San Diego, CA Area",0,"$90,297 - $138,511",0,0,0,0,"$20,633",0,0,0,Low Confidence,10k,4.7k,14k,2.4k,3.0k
"San Diego, CA",HP Inc.,10000+ Employees,Company - Public (HPQ),Unknown / Non-Applicable,"Palo Alto, CA",1939.0,Computer Hardware & Software,"HP Inc. Data Scientist Salaries in San Diego, CA Area",0,"$106,854 - $156,946",0,0,0,0,"$16,773",0,0,0,Low Confidence,6.1k,1.7k,12k,608,1.8k
"San Diego, CA",NortonLifeLock,1001 to 5000 Employees,Company - Public (NLOK),$2 to $5 billion (USD),"Tempe, AZ",2019.0,Computer Hardware & Software,"NortonLifeLock Data Scientist Salaries in San Diego, CA Area",0,"$113,656 - $125,157",0,0,0,0,"$16,483",0,0,0,Low Confidence,4.8k,105,7.7k,862,1.9k
"San Diego, CA",BD,10000+ Employees,Company - Public (BDX),$10+ billion (USD),"Franklin Lakes, NJ",1897.0,Health Care Products Manufacturing,"BD Data Scientist Salaries in San Diego, CA Area",0,"$156,934 - $188,013",0,0,0,0,0,0,0,0,Low Confidence,3.4k,2.7k,6.3k,627,904
"San Diego, CA",CA Technologies,10000+ Employees,Unknown,Unknown / Non-Applicable,"San Jose, CA",,Computer Hardware & Software,"CA Technologies Data Scientist Salaries in San Diego, CA Area",0,"$124,830 - $158,895",0,0,0,0,0,0,0,0,Low Confidence,3.5k,3,5.2k,524,1.7k
"San Diego, CA",SAS Institute,10000+ Employees,Company - Private,$2 to $5 billion (USD),"Cary, NC",1976.0,Computer Hardware & Software,"SAS Institute Data Scientist Salaries in San Diego, CA Area",0,"$101,108 - $135,359",0,0,0,0,"$7,000",0,0,0,Low Confidence,2.2k,397,3.4k,381,907
"San Diego, CA",Scripps Health,10000+ Employees,Nonprofit Organization,$2 to $5 billion (USD),"San Diego, CA",1924.0,Health Care Services & Hospitals,"Scripps Health Data Scientist Salaries in San Diego, CA Area",0,"$88,801 - $97,717",0,0,0,0,0,0,0,0,Low Confidence,868,870,1.5k,165,329
"San Diego, CA",AppFolio,1001 to 5000 Employees,Company - Public (APPF),Unknown / Non-Applicable,"Santa Barbara, CA",2006.0,Computer Hardware & Software,"AppFolio Data Scientist Salaries in San Diego, CA Area",0,"$106,626 - $145,493",0,0,0,0,0,0,0,0,Low Confidence,686,185,1.2k,282,146
"San Diego, CA",FICO,1001 to 5000 Employees,Company - Public (FICO),$500 million to $1 billion (USD),"San Jose, CA",1956.0,Computer Hardware & Software,"FICO Data Scientist Salaries in San Diego, CA Area",0,"$95,438 - $108,828",0,0,0,0,0,0,0,0,Low Confidence,1.1k,225,1.7k,290,316
"San Diego, CA",Cymer,10000+ Employees,Company - Public (ASML),Unknown / Non-Applicable,"San Diego, CA",1984.0,Computer Hardware & Software,"Cymer Data Scientist Salaries in San Diego, CA Area",INTERNSHIP,"$60,965 - $69,846",0,0,0,0,0,0,0,0,Low Confidence,259,0,475,78,70
"San Diego, CA",Cymer,10000+ Employees,Company - Public (ASML),Unknown / Non-Applicable,"San Diego, CA",1984.0,Computer Hardware & Software,"Cymer Data Scientist Salaries in San Diego, CA Area",INTERNSHIP,"$60,067 - $70,576",0,0,0,0,0,0,0,0,Low Confidence,259,0,0,78,70
"San Diego, CA",ResMed,5001 to 10000 Employees,Company - Public (RMD),$2 to $5 billion (USD),"San Diego, CA",1989.0,Biotech & Pharmaceuticals,"ResMed Data Scientist Salaries in San Diego, CA Area",0,"$104,550 - $122,627",0,0,0,0,0,0,0,0,Low Confidence,611,333,713,125,190
"San Diego, CA",Genomics Institute of the Novartis Research Foundation,1 to 50 Employees,Company - Private,$5 to $10 million (USD),"San Diego, CA",,Research & Development,"Genomics Institute of the Novartis Research Foundation Data Scientist Salaries in San Diego, CA Area",0,"$73,183 - $110,355",0,0,0,0,"$4,275",0,0,0,Low Confidence,72,0,256,17,22
"San Diego, CA",Tealium,501 to 1000 Employees,Company - Private,$100 to $500 million (USD),"San Diego, CA",2008.0,Computer Hardware & Software,"Tealium Data Scientist Salaries in San Diego, CA Area",0,"$129,430 - $142,965",0,0,0,0,"$5,410",0,0,0,Low Confidence,189,67,233,19,44
"San Diego, CA",National Funding,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"San Diego, CA",1999.0,Lending,"National Funding Data Scientist Salaries in San Diego, CA Area",0,"$81,414 - $123,626",0,0,0,0,"$4,712",0,0,0,Low Confidence,76,5,103,20,18
"San Diego, CA",ElectrifAI,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Jersey City, NJ",2019.0,Enterprise Software & Network Solutions,"ElectrifAI Data Scientist Salaries in San Diego, CA Area",0,"$105,780 - $118,603",0,0,0,0,0,0,0,0,Low Confidence,56,0,69,4,27
