City,Company,Size,Type,Revenue,Headquarter,Founded,Industry,Job,Internship,Base_Pay,Low,25_%,75_%,High,Additional_Pay_Avg,Cash_Bonus,Stock_Bonus,Total_Pay,Confidence,Reviews,Jobs,Salaries,Interviews,Benefits
"Dallas, Tx",Capital One,10000+ Employees,Company - Public (COF),$10+ billion (USD),"Mc Lean, VA",1994.0,Banks & Credit Unions,"Capital One Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$117,657",$87K,$102K,$137K,$167K,"$11,117","$11,117 Avg","$11,117 Avg","$122,136",Very High Confidence,11k,22k,25k,5.3k,4.3k
"Dallas, Tx",Ericsson-Worldwide,10000+ Employees,Company - Public (ERIC),$10+ billion (USD),"Stockholm, Sweden",1876.0,Telecommunications Services,"Ericsson-Worldwide Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$105,139",$84K,$100K,$117K,$141K,"$7,375","$7,375 Avg","$7,375 Avg","$105,139",Very High Confidence,14k,1.6k,17k,2.0k,4.9k
"Dallas, Tx",Walmart,10000+ Employees,Company - Public (WMT),$10+ billion (USD),"Bentonville, AR",1994.0,General Merchandise & Superstores,"Walmart Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$100,733",$93K,$96K,$116K,$123K,"$15,792","$15,792 Avg","$15,792 Avg","$110,690",Very High Confidence,77k,42k,109k,11k,15k
"Dallas, Tx",State Farm,10000+ Employees,Company - Private,$10+ billion (USD),"Bloomington, IL",1922.0,Insurance Carriers,"State Farm Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$105,307",$91K,$101K,$114K,$121K,"$8,000","$8,000 Avg","$8,000 Avg","$108,800",Very High Confidence,13k,19k,17k,2.5k,3.9k
"Dallas, Tx",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$122,560",$92K,$94K,$149K,$153K,"$9,005","$9,005 Avg","$9,005 Avg","$123,659",Very High Confidence,76k,19k,127k,11k,22k
"Dallas, Tx",Verizon,10000+ Employees,Company - Public (VZ),$10+ billion (USD),"New York, NY",2000.0,Telecommunications Services,"Verizon Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$116,788",$97K,$106K,$121K,$125K,"$14,974","$14,669 Avg","$14,669 Avg","$121,071",Very High Confidence,25k,11k,36k,4.5k,11k
"Dallas, Tx",Citi,10000+ Employees,Company - Public (C),$10+ billion (USD),"New York, NY",1812.0,Investment Banking & Asset Management,"Citi Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$105,404",$71K,$90K,$117K,$131K,"$5,046","$5,046 Avg","$5,046 Avg","$107,218",Very High Confidence,22k,15k,37k,5.5k,7.3k
"Dallas, Tx",UT Southwestern Medical Center,10000+ Employees,Hospital,$2 to $5 billion (USD),"Dallas, TX",1943.0,Health Care Services & Hospitals,"UT Southwestern Medical Center Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$73,718",$50K,$70K,$81K,$81K,0,0,0,"$73,718",Very High Confidence,1.6k,1.3k,4.5k,269,588
"Dallas, Tx",Southwest Airlines,10000+ Employees,Company - Public (LUV),$10+ billion (USD),"Dallas, TX",1967.0,Airlines,"Southwest Airlines Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$102,483",$97K,$98K,$108K,$123K,"$12,645","$2,689 Avg","$2,689 Avg","$102,978",Very High Confidence,3.0k,187,4.2k,1.2k,1.1k
"Dallas, Tx",Elevate Credit,501 to 1000 Employees,Company - Public (ELVT),$100 to $500 million (USD),"Fort Worth, TX",2014.0,Lending,"Elevate Credit Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$99,708",$90K,$92K,$115K,$123K,"$5,101","$5,101 Avg","$5,101 Avg","$104,801",Very High Confidence,199,0,415,57,113
"Dallas, Tx",AT&T,10000+ Employees,Company - Public (T),$10+ billion (USD),"Dallas, TX",1983.0,Telecommunications Services,"AT&T Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$119,135",$96K,$111K,$161K,$192K,"$11,590","$11,590 Avg","$11,590 Avg","$129,772",High Confidence,30k,5.9k,48k,4.3k,12k
"Dallas, Tx",HCL Infosystems,5001 to 10000 Employees,Company - Public (HCLINFO),$5 to $10 million (USD),"Noida, India",1976.0,Computer Hardware & Software,"HCL Infosystems Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$120,720",$91K,$108K,$129K,$129K,0,0,0,"$120,720",High Confidence,1.3k,3,897,181,188
"Dallas, Tx",Antuit,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Dallas, TX",2013.0,Enterprise Software & Network Solutions,"Antuit Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$90,818",$72K,$80K,$111K,$163K,"$8,972","$8,972 Avg","$8,972 Avg","$99,524",High Confidence,110,16,106,13,33
"Dallas, Tx",Capital One,10000+ Employees,Company - Public (COF),$10+ billion (USD),"Mc Lean, VA",1994.0,Banks & Credit Unions,"Capital One Data Scientist Salaries in Dallas-Fort Worth, TX Area",INTERNSHIP,"$71,679",$68K,$68K,$103K,$112K,0,0,0,"$71,679",High Confidence,11k,22k,0,5.3k,4.3k
"Dallas, Tx",J. C. Penney,10000+ Employees,Company - Private,$1 to $2 billion (USD),"Plano, TX",1902.0,"Department, Clothing, & Shoe Stores","J. C. Penney Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$112,223",$91K,$102K,$118K,$123K,"$11,222","$10,421 Avg","$10,421 Avg","$123,242",High Confidence,10k,6.2k,15k,2.3k,2.3k
"Dallas, Tx",Blue Yonder,1001 to 5000 Employees,Company - Private,$1 to $2 billion (USD),"Scottsdale, AZ",1985.0,Enterprise Software & Network Solutions,"Blue Yonder Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$107,852",$76K,$91K,$109K,$110K,"$2,547","$2,547 Avg","$2,547 Avg","$107,852",Very High Confidence,2.2k,324,2.5k,326,636
"Dallas, Tx",The Richards Group,501 to 1000 Employees,Company - Private,$100 to $500 million (USD),"Dallas, TX",1957.0,Advertising & Marketing,"The Richards Group Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$67,603",$64K,$65K,$75K,$80K,0,0,0,"$67,603",High Confidence,312,2,489,79,103
"Dallas, Tx",Kaizen Analytix,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Atlanta, GA",,Consulting,"Kaizen Analytix Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$91,211",$91K,$91K,$106K,$111K,0,0,0,"$91,211",High Confidence,4,0,16,1,0
"Dallas, Tx",TechGenomics,0,0,0,0,0.0,0,"TechGenomics Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$122,759",$123K,0,0,$123K,0,0,0,"$122,759",High Confidence,0,0,8,0,0
"Dallas, Tx",Bank of America,10000+ Employees,Company - Public (BAC),$10+ billion (USD),"Charlotte, NC",1904.0,Banks & Credit Unions,"Bank of America Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$130,983",$130K,$130K,$132K,$132K,"$4,372","$4,372 Avg","$4,372 Avg","$132,299",High Confidence,30k,4.0k,51k,6.7k,11k
"Dallas, Tx",J.P. Morgan,10000+ Employees,Company - Public (JPM),$10+ billion (USD),"New York, NY",1799.0,Investment Banking & Asset Management,"J.P. Morgan Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$107,131",$78K,$86K,$124K,$129K,0,0,0,"$107,131",Low Confidence,30k,47,58k,9.8k,8.8k
"Dallas, Tx",American Airlines,10000+ Employees,Company - Public (AAL),$10+ billion (USD),"Fort Worth, TX",1926.0,Airlines,"American Airlines Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$104,043",$97K,$97K,$113K,$114K,"$1,036","$2,071 Avg","$2,071 Avg","$104,043",High Confidence,4.7k,182,7.6k,2.3k,1.6k
"Dallas, Tx",HMS Holdings,1001 to 5000 Employees,Company - Private,$500 million to $1 billion (USD),"Irving, TX",1974.0,Health Care Services & Hospitals,"HMS Holdings Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$114,658",$95K,$97K,$143K,$149K,0,0,0,"$114,658",Low Confidence,485,99,1.3k,64,148
"Dallas, Tx",Toyota Connected North America,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Plano, TX",2016.0,IT Services,"Toyota Connected North America Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$112,209",$95K,$95K,$130K,$130K,0,0,0,"$112,209",Low Confidence,63,17,85,60,17
"Dallas, Tx",Qcentum Technologies,0,0,0,0,0.0,0,"Qcentum Technologies Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$94,430",$84K,$84K,$105K,$105K,0,0,0,"$94,430",Low Confidence,0,10,17,0,0
"Dallas, Tx",PwC,10000+ Employees,Company - Private,$5 to $10 billion (USD),"New York, NY",1998.0,Accounting,"PwC Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$72,800 - $114,003",0,0,0,0,"$3,000",0,0,0,Low Confidence,48k,15k,90k,13k,9.5k
"Dallas, Tx",Humana,10000+ Employees,Company - Public (HUM),$10+ billion (USD),"Louisville, KY",1961.0,Insurance Carriers,"Humana Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$103,527 - $129,861",0,0,0,0,0,0,0,0,Low Confidence,4.6k,1.1k,8.6k,968,1.8k
"Dallas, Tx",McKesson,10000+ Employees,Company - Public (MCK),$10+ billion (USD),"Irving, TX",1833.0,Health Care Services & Hospitals,"McKesson Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$125,113 - $142,613",0,0,0,0,"$20,966",0,0,0,High Confidence,4.4k,804,6.8k,769,1.6k
"Dallas, Tx",Toyota North America,10000+ Employees,Company - Public (TM),$10+ billion (USD),"Plano, TX",1957.0,Transportation Equipment Manufacturing,"Toyota North America Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$106,371 - $140,731",0,0,0,0,"$85,291",0,0,0,Low Confidence,2.8k,807,4.0k,561,750
"Dallas, Tx",Neiman Marcus,10000+ Employees,Company - Private,$5 to $10 billion (USD),"Dallas, TX",1907.0,"Department, Clothing, & Shoe Stores","Neiman Marcus Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$94,343 - $125,000",0,0,0,0,0,0,0,0,Low Confidence,1.6k,1.0k,2.4k,326,447
"Dallas, Tx",RealPage,5001 to 10000 Employees,Company - Public (RP),$500 million to $1 billion (USD),"Richardson, TX",1998.0,Computer Hardware & Software,"RealPage Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$97,833 - $121,328",0,0,0,0,"$5,275",0,0,0,Low Confidence,1.4k,352,2.1k,257,450
"Dallas, Tx",Trinity Industries,10000+ Employees,Company - Public (TRN),$5 to $10 billion (USD),"Dallas, TX",1933.0,Transportation Equipment Manufacturing,"Trinity Industries Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$85,096 - $89,279",0,0,0,0,"$5,960",0,0,0,Low Confidence,391,284,903,65,78
"Dallas, Tx",Lennox International,5001 to 10000 Employees,Company - Public (LII),$2 to $5 billion (USD),"Richardson, TX",1895.0,Consumer Products Manufacturing,Data Scientist Salaries in MISSING VALUE,0,0,0,0,0,0,0,0,0,0,0,634,525,1.0k,180,160
"Dallas, Tx",CSC,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Wilmington, DE",1899.0,Consulting,"CSC Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$91,211 - $103,151",0,0,0,0,0,0,0,0,Low Confidence,461,134,715,105,138
"Dallas, Tx",Federal Reserve Bank of Dallas,1001 to 5000 Employees,Company - Public,Unknown / Non-Applicable,"Dallas, TX",1914.0,Banks & Credit Unions,"Federal Reserve Bank of Dallas Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$85,440 - $97,368",0,0,0,0,"$3,081",0,0,0,High Confidence,220,22,370,61,113
"Dallas, Tx",Pinnacle Group (TX),1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Dallas, TX",1996.0,Staffing & Outsourcing,"Pinnacle Group (TX) Data Scientist Hourly Pay in Dallas-Fort Worth, TX Area",0,$55 - $91,0,0,0,0,0,0,0,0,Low Confidence,107,0,322,25,44
"Dallas, Tx",Tiger Analytics,501 to 1000 Employees,Company - Private,$10 to $25 million (USD),"Santa Clara, CA",2011.0,Consulting,"Tiger Analytics Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$101,607 - $112,302",0,0,0,0,0,0,0,0,High Confidence,162,85,370,77,22
"Dallas, Tx",Targetbase,51 to 200 Employees,Subsidiary or Business Segment,$50 to $100 million (USD),"Irving, TX",1979.0,Advertising & Marketing,"Targetbase Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$106,879 - $127,645",0,0,0,0,$1,0,0,0,Low Confidence,109,17,155,12,36
"Dallas, Tx",Cottonwood Financial,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Irving, TX",1996.0,Lending,"Cottonwood Financial Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$75,899 - $79,655",0,0,0,0,0,0,0,0,Low Confidence,100,172,117,12,48
"Dallas, Tx",mroads,201 to 500 Employees,Private Practice / Firm,$10 to $25 million (USD),"Plano, TX",2011.0,Enterprise Software & Network Solutions,"mroads Data Scientist Salaries in Dallas-Fort Worth, TX Area",0,"$91,856 - $115,860",0,0,0,0,0,0,0,0,High Confidence,93,56,126,34,32
"Denver, co",Oracle,10000+ Employees,Company - Public (ORCL),$10+ billion (USD),"Redwood City, CA",1977.0,Enterprise Software & Network Solutions,"Oracle Data Scientist Salaries in Denver, CO Area",0,"$126,333",$81K,$114K,$151K,$151K,"$23,063","$23,063 Avg","$23,063 Avg","$126,333",Very High Confidence,36k,12k,79k,6.3k,13k
"Denver, co",Oracle,10000+ Employees,Company - Public (ORCL),$10+ billion (USD),"Redwood City, CA",1977.0,Enterprise Software & Network Solutions,"Oracle Data Scientist Salaries in Denver, CO Area",0,"$126,333",$81K,$114K,$151K,$151K,"$23,063","$23,063 Avg","$23,063 Avg","$126,333",Very High Confidence,36k,12k,79k,6.3k,13k
"Denver, co",Pearson,10000+ Employees,Company - Public (PSO),$5 to $10 billion (USD),"London, United Kingdom",1844.0,Publishing,"Pearson Data Scientist Salaries in Denver, CO Area",0,"$123,220",$118K,0,0,$162K,"$11,744","$11,744 Avg","$11,744 Avg","$123,220",Very High Confidence,6.0k,6.1k,9.8k,950,2.1k
"Denver, co",DISH,10000+ Employees,Company - Public (DISH),$10+ billion (USD),"Englewood, CO",1980.0,"Cable, Internet & Telephone Providers","DISH Data Scientist Salaries in Denver, CO Area",0,"$85,503",$76K,$80K,$104K,$104K,"$2,127","$5,053 Avg","$5,053 Avg","$85,503",High Confidence,5.7k,23k,10k,1.4k,1.7k
"Denver, co",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Denver, CO Area",0,"$116,863",$103K,$107K,$130K,$136K,"$3,000","$3,000 Avg","$3,000 Avg","$116,863",High Confidence,76k,19k,127k,11k,22k
"Denver, co",Lockheed Martin,10000+ Employees,Company - Public (LMT),$10+ billion (USD),"Bethesda, MD",1995.0,Aerospace & Defense,"Lockheed Martin Data Scientist Salaries in Denver, CO Area",0,"$101,705",$80K,$85K,$111K,$114K,"$3,106","$3,106 Avg","$3,106 Avg","$101,705",High Confidence,9.2k,4.1k,23k,2.2k,2.7k
"Denver, co",McKinsey & Company,10000+ Employees,Company - Private,Unknown / Non-Applicable,"New York, NY",1926.0,Consulting,"McKinsey & Company Data Scientist Salaries in Denver, CO Area",0,"$143,040",$125K,$126K,$144K,$145K,"$30,026","$30,026 Avg","$30,026 Avg","$143,040",High Confidence,6.3k,1.4k,15k,3.4k,1.5k
"Denver, co",Verizon,10000+ Employees,Company - Public (VZ),$10+ billion (USD),"New York, NY",2000.0,Telecommunications Services,"Verizon Data Scientist Salaries in Denver, CO Area",0,"$127,716",$100K,$107K,$134K,$136K,"$18,666","$18,666 Avg","$18,666 Avg","$131,303",Low Confidence,25k,11k,36k,4.5k,11k
"Denver, co",Maxar Technologies,5001 to 10000 Employees,Company - Public,$2 to $5 billion (USD),"Westminster, CO",,Aerospace & Defense,"Maxar Technologies Data Scientist Salaries in Denver, CO Area",0,"$86,372",$53K,$60K,$121K,$130K,"$13,044","$13,044 Avg","$13,044 Avg","$86,372",High Confidence,316,220,981,46,81
"Denver, co",KPMG,10000+ Employees,Company - Private,$1 to $2 billion (USD),"Amstelveen, Netherlands",1987.0,Consulting,"KPMG Data Scientist Salaries in Denver, CO Area",0,"$75,936 - $109,034",0,0,0,0,0,0,0,0,Low Confidence,37k,20k,64k,9.4k,7.4k
"Denver, co",Booz Allen Hamilton,10000+ Employees,Company - Public (BAH),$5 to $10 billion (USD),"McLean, VA",1914.0,Consulting,"Booz Allen Hamilton Data Scientist Salaries in Denver, CO Area",0,"$96,387 - $135,785",0,0,0,0,"$5,431",0,0,0,Low Confidence,6.5k,2.7k,16k,1.7k,2.0k
"Denver, co",Lumen,10000+ Employees,Company - Public (LUMN),$10+ billion (USD),"Monroe, LA",1930.0,Enterprise Software & Network Solutions,"Lumen Data Scientist Salaries in Denver, CO Area",0,"$90,354 - $111,000",0,0,0,0,"$5,268",0,0,0,High Confidence,5.3k,704,8.1k,786,1.9k
"Denver, co",BP,10000+ Employees,Company - Public (BP),$10+ billion (USD),"London, United Kingdom",1908.0,Oil & Gas Exploration & Production,"BP Data Scientist Salaries in Denver, CO Area",0,"$96,000 - $127,000",0,0,0,0,0,0,0,0,High Confidence,4.8k,955,6.1k,1.2k,1.4k
"Denver, co",Transamerica,5001 to 10000 Employees,Subsidiary or Business Segment,$10+ billion (USD),"Baltimore, MD",1904.0,Insurance Carriers,"Transamerica Data Scientist Salaries in Denver, CO Area",0,"$119,900 - $138,950",0,0,0,0,"$20,072",0,0,0,Low Confidence,1.5k,181,2.5k,371,574
"Denver, co",Charter Communications,10000+ Employees,Company - Public,Unknown / Non-Applicable,"Stamford, CT",,0,"Charter Communications Data Scientist Salaries in Denver, CO Area",0,"$105,000 - $132,963",0,0,0,0,"$13,000",0,0,0,High Confidence,811,7,1.8k,40,243
"Denver, co",Western Union,10000+ Employees,Company - Public (WU),$5 to $10 billion (USD),"Denver, CO",1851.0,Financial Transaction Processing,"Western Union Data Scientist Salaries in Denver, CO Area",0,"$85,000 - $103,977",0,0,0,0,"$8,634",0,0,0,Low Confidence,1.8k,231,2.5k,292,559
"Denver, co",Colorado School of Mines,501 to 1000 Employees,College / University,$100 to $500 million (USD),"Golden, CO",1874.0,Colleges & Universities,"Colorado School of Mines Data Scientist Salaries in Denver, CO Area",0,"$79,376 - $104,261",0,0,0,0,"$10,584",0,0,0,High Confidence,395,31,701,32,64
"Denver, co",Alteryx,1001 to 5000 Employees,Company - Public (AYX),$100 to $500 million (USD),"Irvine, CA",1997.0,Enterprise Software & Network Solutions,"Alteryx Data Scientist Salaries in Denver, CO Area",0,"$95,734 - $96,196",0,0,0,0,$1,0,0,0,Low Confidence,331,309,576,138,93
"Denver, co",Guild Education,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Denver, CO",2015.0,Enterprise Software & Network Solutions,"Guild Education Data Scientist Salaries in Denver, CO Area",0,"$125,152 - $151,394",0,0,0,0,0,0,0,0,High Confidence,138,78,336,118,84
"Denver, co",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denver, co",SpotX,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Broomfield, CO",2007.0,Enterprise Software & Network Solutions,"SpotX Data Scientist Salaries in Denver, CO Area",0,"$50,498 - $95,120",0,0,0,0,"$3,552",0,0,0,Low Confidence,113,22,244,51,55
"Denver, co",Dextro Software Systems,51 to 200 Employees,Company - Private,$10 to $25 million (USD),"Princeton Junction, NJ",1993.0,IT Services,"Dextro Software Systems Data Scientist Salaries in Denver, CO Area",0,"$73,410 - $85,686",0,0,0,0,0,0,0,0,Low Confidence,37,0,98,10,10
"Denver, co",Pandit View Software,1 to 50 Employees,Company - Private,Less than $1 million (USD),"Aurora, CO",,"Health, Beauty, & Fitness","Pandit View Software Data Scientist Salaries in Denver, CO Area",0,"$89,065 - $128,346",0,0,0,0,0,0,0,0,Low Confidence,8,0,76,0,1
"Denver, co",Bank of America,10000+ Employees,Company - Public (BAC),$10+ billion (USD),"Charlotte, NC",1904.0,Banks & Credit Unions,"Bank of America Data Scientist Salaries in Denver, CO Area",0,"$122,465 - $151,207",0,0,0,0,0,0,0,0,Low Confidence,30k,4.0k,51k,6.7k,11k
"Denver, co",National Renewable Energy Lab,1001 to 5000 Employees,Government,Unknown / Non-Applicable,"Golden, CO",1978.0,Energy,"National Renewable Energy Lab Data Scientist Salaries in Denver, CO Area",0,"$98,534 - $126,951",0,0,0,0,0,0,0,0,Low Confidence,425,139,803,102,88
"Denver, co",CSG,1001 to 5000 Employees,Company - Public (CSGS),$500 million to $1 billion (USD),"Denver, CO",1994.0,Enterprise Software & Network Solutions,"CSG Data Scientist Salaries in Denver, CO Area",0,"$110,333 - $131,289",0,0,0,0,0,0,0,0,Low Confidence,745,242,1.2k,131,403
"Denver, co",Maxima Consulting,51 to 200 Employees,Company - Private,$5 to $10 million (USD),"Wakefield, MA",,Computer Hardware & Software,"Maxima Consulting Data Scientist Salaries in Denver, CO Area",0,"$77,003 - $83,319",0,0,0,0,0,0,0,0,Low Confidence,75,1,478,5,7
"Denver, co",Galvanize,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Denver, CO",2012.0,Education Training Services,"Galvanize Data Scientist Monthly Pay in Denver, CO Area",0,"$4,305 - $4,635",0,0,0,0,0,0,0,0,Low Confidence,199,51,227,34,33
"Denver, co",Pinnacol,501 to 1000 Employees,Nonprofit Organization,$500 million to $1 billion (USD),"Denver, CO",1915.0,Insurance Carriers,"Pinnacol Data Scientist Salaries in Denver, CO Area",0,"$113,276 - $121,625",0,0,0,0,0,0,0,0,Low Confidence,108,13,150,17,68
"Denver, co",Target,10000+ Employees,Company - Public (TGT),$10+ billion (USD),"Minneapolis, MN",1962.0,General Merchandise & Superstores,"Target Data Scientist Salaries in Denver, CO Area",SELF-EMPLOYED,"$59,020 - $64,026",0,0,0,0,0,0,0,0,Low Confidence,52k,12k,82k,13k,9.7k
